User,Название,Жанр,Рейтинг
User43,Film_369,боевик,1.8
User82,Film_37,боевик,4.5
User47,Film_268,мелодрама,3.5
User121,Film_282,драма,3.3
User139,Film_87,мелодрама,3.0
User100,Film_229,триллер,3.6
User101,Film_351,драма,4.2
User28,Film_3,триллер,3.3
User105,Film_199,драма,1.8
User101,Film_194,боевик,2.9
User94,Film_206,мелодрама,2.8
User121,Film_101,драма,2.5
User27,Film_192,мелодрама,4.3
User8,Film_143,комедия,3.1
User64,Film_366,мелодрама,3.3
User25,Film_387,драма,2.4
User6,Film_232,комедия,4.7
User24,Film_2,детектив,4.0
User62,Film_272,фантастика,4.0
User115,Film_192,мелодрама,3.8
User42,Film_304,триллер,3.6
User135,Film_273,драма,4.8
User50,Film_62,триллер,3.9
User97,Film_290,детектив,3.0
User68,Film_97,детектив,5.0
User95,Film_160,триллер,2.2
User147,Film_29,мелодрама,1.7
User113,Film_337,фантастика,5.0
User83,Film_364,драма,2.8
User29,Film_342,боевик,4.6
User33,Film_391,триллер,5.0
User44,Film_362,детектив,4.0
User68,Film_52,комедия,2.8
User33,Film_253,фантастика,3.4
User47,Film_332,триллер,4.5
User83,Film_123,мелодрама,3.3
User80,Film_131,мелодрама,5.0
User70,Film_169,фантастика,5.0
User46,Film_202,драма,4.7
User150,Film_218,фантастика,3.6
User54,Film_31,триллер,3.9
User23,Film_258,триллер,2.3
User50,Film_294,триллер,3.6
User86,Film_314,комедия,4.2
User21,Film_300,фантастика,2.3
User41,Film_194,боевик,2.6
User101,Film_190,боевик,1.8
User100,Film_52,комедия,3.9
User1,Film_206,мелодрама,3.8
User60,Film_302,триллер,5.0
User7,Film_208,мелодрама,2.5
User96,Film_7,триллер,3.0
User49,Film_285,фантастика,3.5
User150,Film_395,комедия,4.1
User45,Film_256,мелодрама,3.0
User15,Film_176,мелодрама,4.1
User26,Film_366,мелодрама,3.7
User88,Film_311,комедия,3.9
User56,Film_219,комедия,2.1
User113,Film_345,детектив,4.7
User102,Film_10,боевик,4.0
User46,Film_260,боевик,2.3
User111,Film_41,драма,4.2
User106,Film_180,комедия,3.9
User38,Film_149,фантастика,4.4
User80,Film_383,мелодрама,4.6
User102,Film_279,мелодрама,3.8
User57,Film_173,триллер,3.4
User28,Film_146,детектив,5.0
User15,Film_286,триллер,3.6
User75,Film_263,боевик,3.3
User50,Film_96,триллер,3.4
User87,Film_135,мелодрама,3.8
User41,Film_243,драма,3.9
User62,Film_215,драма,2.4
User103,Film_363,детектив,2.8
User128,Film_163,триллер,2.1
User146,Film_160,триллер,3.0
User1,Film_72,боевик,3.3
User120,Film_322,боевик,4.0
User79,Film_22,мелодрама,3.8
User130,Film_163,триллер,2.8
User134,Film_354,боевик,3.6
User136,Film_232,комедия,4.5
User56,Film_299,детектив,3.5
User50,Film_215,драма,2.6
User106,Film_131,мелодрама,2.9
User32,Film_268,мелодрама,3.8
User78,Film_320,детектив,4.3
User77,Film_119,фантастика,4.6
User118,Film_258,триллер,5.0
User85,Film_69,фантастика,4.4
User139,Film_382,боевик,4.6
User65,Film_23,комедия,3.3
User82,Film_300,фантастика,4.1
User58,Film_355,драма,3.2
User64,Film_101,драма,4.5
User43,Film_174,фантастика,2.8
User34,Film_399,боевик,2.2
User16,Film_109,комедия,1.7
User59,Film_339,боевик,3.4
User34,Film_104,фантастика,3.7
User79,Film_255,боевик,2.6
User39,Film_204,триллер,2.7
User26,Film_152,детектив,3.8
User127,Film_243,драма,1.7
User129,Film_313,мелодрама,4.9
User92,Film_199,драма,1.9
User53,Film_325,мелодрама,2.2
User86,Film_66,фантастика,2.4
User142,Film_213,боевик,3.7
User127,Film_342,боевик,4.4
User59,Film_360,драма,1.9
User147,Film_6,боевик,5.0
User74,Film_90,фантастика,3.0
User91,Film_210,фантастика,2.8
User65,Film_237,мелодрама,3.2
User87,Film_122,фантастика,4.0
User68,Film_297,мелодрама,2.5
User50,Film_30,мелодрама,2.8
User43,Film_185,триллер,4.9
User90,Film_326,детектив,4.1
User98,Film_314,комедия,4.0
User36,Film_370,мелодрама,2.4
User48,Film_149,фантастика,2.5
User8,Film_370,мелодрама,4.3
User18,Film_109,комедия,4.1
User149,Film_61,боевик,1.6
User17,Film_68,фантастика,4.5
User48,Film_201,боевик,4.0
User82,Film_223,фантастика,4.6
User120,Film_194,боевик,3.7
User12,Film_39,мелодрама,2.3
User11,Film_400,боевик,2.5
User5,Film_318,драма,4.5
User102,Film_274,боевик,4.1
User130,Film_398,триллер,2.2
User146,Film_178,драма,2.8
User23,Film_156,боевик,3.9
User19,Film_227,драма,2.4
User31,Film_316,детектив,3.7
User1,Film_31,триллер,4.5
User113,Film_180,комедия,4.8
User120,Film_239,детектив,5.0
User136,Film_69,фантастика,2.0
User134,Film_325,мелодрама,5.0
User87,Film_132,мелодрама,3.7
User140,Film_76,драма,4.9
User71,Film_377,мелодрама,3.6
User68,Film_330,мелодрама,2.3
User35,Film_252,детектив,2.8
User15,Film_75,детектив,2.8
User104,Film_109,комедия,4.2
User148,Film_8,драма,2.2
User46,Film_27,мелодрама,4.4
User130,Film_352,фантастика,3.5
User144,Film_321,триллер,2.1
User9,Film_259,триллер,4.2
User90,Film_97,детектив,4.6
User98,Film_3,триллер,2.1
User150,Film_85,мелодрама,3.5
User56,Film_216,драма,2.6
User138,Film_390,фантастика,3.9
User49,Film_176,мелодрама,4.5
User144,Film_28,триллер,2.3
User45,Film_76,драма,4.8
User116,Film_108,мелодрама,3.4
User18,Film_104,фантастика,3.5
User18,Film_331,триллер,1.6
User90,Film_221,комедия,3.7
User65,Film_373,триллер,2.4
User42,Film_354,боевик,1.9
User13,Film_343,триллер,2.8
User39,Film_338,комедия,5.0
User47,Film_354,боевик,4.8
User89,Film_205,триллер,2.1
User112,Film_196,комедия,3.2
User30,Film_390,фантастика,2.5
User112,Film_379,комедия,3.6
User132,Film_72,боевик,3.9
User41,Film_10,боевик,2.6
User31,Film_50,триллер,5.0
User36,Film_20,драма,4.1
User93,Film_381,мелодрама,3.7
User42,Film_147,фантастика,2.8
User87,Film_117,детектив,1.8
User23,Film_366,мелодрама,2.7
User59,Film_267,детектив,4.0
User35,Film_154,мелодрама,3.6
User2,Film_178,драма,2.6
User30,Film_148,фантастика,2.4
User90,Film_19,драма,1.8
User143,Film_268,мелодрама,4.7
User33,Film_261,фантастика,3.3
User14,Film_68,фантастика,3.5
User126,Film_195,фантастика,4.5
User89,Film_158,комедия,3.0
User67,Film_96,триллер,4.0
User68,Film_396,драма,2.5
User73,Film_208,мелодрама,2.2
User58,Film_139,детектив,3.0
User109,Film_160,триллер,3.3
User67,Film_56,боевик,2.6
User13,Film_277,комедия,2.8
User51,Film_102,фантастика,4.5
User15,Film_326,детектив,2.9
User75,Film_234,мелодрама,4.2
User75,Film_370,мелодрама,3.6
User113,Film_16,боевик,3.3
User81,Film_363,детектив,2.1
User127,Film_354,боевик,4.2
User135,Film_128,мелодрама,4.7
User75,Film_242,фантастика,4.7
User30,Film_339,боевик,3.3
User1,Film_252,детектив,4.5
User112,Film_364,драма,5.0
User62,Film_352,фантастика,4.0
User48,Film_135,мелодрама,2.2
User61,Film_280,боевик,3.9
User71,Film_318,драма,2.7
User102,Film_124,комедия,2.6
User148,Film_309,комедия,2.8
User140,Film_73,драма,4.8
User3,Film_26,фантастика,2.6
User9,Film_204,триллер,3.7
User24,Film_365,мелодрама,2.5
User58,Film_226,драма,3.4
User117,Film_270,детектив,4.4
User105,Film_82,фантастика,3.5
User36,Film_254,мелодрама,2.6
User29,Film_7,триллер,5.0
User21,Film_221,комедия,3.9
User130,Film_12,боевик,4.4
User82,Film_134,триллер,4.5
User86,Film_330,мелодрама,4.6
User13,Film_168,боевик,3.7
User109,Film_91,триллер,3.9
User32,Film_84,комедия,2.5
User126,Film_182,детектив,2.8
User75,Film_154,мелодрама,3.8
User91,Film_240,триллер,2.6
User32,Film_302,триллер,3.8
User109,Film_341,боевик,3.0
User148,Film_164,мелодрама,2.3
User86,Film_168,боевик,1.4
User25,Film_169,фантастика,4.4
User138,Film_191,боевик,4.3
User138,Film_310,фантастика,3.4
User33,Film_52,комедия,3.6
User57,Film_358,детектив,4.1
User3,Film_115,драма,3.9
User147,Film_205,триллер,4.5
User72,Film_331,триллер,2.6
User109,Film_60,боевик,3.0
User143,Film_107,мелодрама,4.2
User127,Film_21,фантастика,4.9
User107,Film_214,мелодрама,4.8
User71,Film_186,драма,2.3
User148,Film_151,комедия,3.1
User65,Film_159,триллер,2.7
User122,Film_78,боевик,5.0
User124,Film_92,драма,3.7
User104,Film_306,комедия,4.5
User21,Film_166,боевик,4.7
User28,Film_313,мелодрама,5.0
User4,Film_148,фантастика,2.9
User19,Film_110,комедия,5.0
User121,Film_65,боевик,5.0
User114,Film_22,мелодрама,4.7
User39,Film_64,фантастика,4.0
User8,Film_199,драма,3.2
User136,Film_384,комедия,5.0
User130,Film_321,триллер,1.7
User29,Film_182,детектив,3.9
User104,Film_17,триллер,4.2
User134,Film_380,фантастика,2.0
User96,Film_333,мелодрама,3.3
User20,Film_43,триллер,4.8
User55,Film_95,детектив,2.9
User149,Film_91,триллер,3.8
User12,Film_159,триллер,4.1
User12,Film_232,комедия,2.9
User149,Film_271,триллер,3.6
User35,Film_13,боевик,3.7
User59,Film_349,фантастика,4.3
User111,Film_79,драма,4.2
User131,Film_262,драма,3.6
User38,Film_229,триллер,4.7
User23,Film_74,драма,2.1
User76,Film_173,триллер,2.2
User21,Film_4,мелодрама,3.0
User50,Film_128,мелодрама,3.5
User74,Film_27,мелодрама,5.0
User144,Film_263,боевик,3.2
User97,Film_232,комедия,2.6
User77,Film_304,триллер,3.8
User84,Film_362,детектив,3.6
User6,Film_96,триллер,4.5
User56,Film_290,детектив,4.2
User142,Film_58,детектив,3.6
User43,Film_221,комедия,4.2
User105,Film_232,комедия,4.5
User121,Film_258,триллер,4.7
User3,Film_294,триллер,2.0
User59,Film_304,триллер,3.9
User1,Film_205,триллер,4.3
User43,Film_261,фантастика,3.4
User58,Film_265,фантастика,2.7
User82,Film_342,боевик,4.0
User92,Film_171,фантастика,3.0
User95,Film_177,мелодрама,5.0
User150,Film_130,детектив,1.9
User134,Film_235,триллер,4.2
User141,Film_19,драма,2.0
User147,Film_331,триллер,4.1
User122,Film_257,боевик,4.5
User13,Film_335,детектив,2.9
User128,Film_314,комедия,4.4
User116,Film_124,комедия,3.5
User48,Film_78,боевик,3.7
User141,Film_196,комедия,4.7
User103,Film_88,мелодрама,3.1
User22,Film_281,мелодрама,4.1
User125,Film_81,триллер,2.7
User93,Film_16,боевик,3.8
User116,Film_134,триллер,3.3
User21,Film_7,триллер,3.0
User37,Film_156,боевик,5.0
User132,Film_63,драма,3.2
User21,Film_238,мелодрама,3.0
User85,Film_381,мелодрама,2.7
User146,Film_244,боевик,2.2
User149,Film_53,боевик,2.0
User81,Film_219,комедия,3.1
User33,Film_235,триллер,4.9
User70,Film_187,фантастика,5.0
User86,Film_59,боевик,2.4
User83,Film_10,боевик,3.3
User133,Film_374,драма,4.6
User5,Film_216,драма,3.8
User128,Film_76,драма,3.3
User112,Film_35,мелодрама,3.5
User42,Film_257,боевик,2.1
User70,Film_145,триллер,3.7
User126,Film_245,детектив,2.9
User122,Film_288,комедия,4.7
User118,Film_266,комедия,4.8
User85,Film_140,триллер,4.0
User106,Film_156,боевик,3.2
User54,Film_74,драма,4.6
User97,Film_385,драма,5.0
User49,Film_174,фантастика,3.2
User99,Film_373,триллер,3.7
User54,Film_16,боевик,3.4
User149,Film_107,мелодрама,4.2
User44,Film_303,детектив,4.4
User59,Film_52,комедия,3.4
User59,Film_187,фантастика,4.1
User50,Film_27,мелодрама,2.8
User69,Film_101,драма,3.5
User47,Film_219,комедия,5.0
User120,Film_305,детектив,4.5
User71,Film_1,детектив,3.0
User114,Film_333,мелодрама,5.0
User68,Film_300,фантастика,3.5
User111,Film_166,боевик,3.9
User85,Film_14,триллер,4.5
User100,Film_244,боевик,3.8
User57,Film_70,комедия,4.0
User61,Film_382,боевик,4.6
User71,Film_378,триллер,4.5
User146,Film_88,мелодрама,3.8
User9,Film_69,фантастика,3.0
User56,Film_317,триллер,4.9
User55,Film_373,триллер,2.8
User93,Film_197,детектив,2.8
User44,Film_357,фантастика,3.4
User24,Film_289,фантастика,5.0
User38,Film_103,мелодрама,2.8
User15,Film_392,драма,5.0
User141,Film_192,мелодрама,3.9
User67,Film_195,фантастика,4.0
User25,Film_44,драма,3.0
User28,Film_58,детектив,4.5
User63,Film_158,комедия,2.4
User70,Film_143,комедия,4.5
User11,Film_146,детектив,4.8
User6,Film_320,детектив,2.3
User28,Film_236,комедия,3.1
User18,Film_252,детектив,2.9
User104,Film_173,триллер,4.5
User36,Film_46,триллер,3.3
User77,Film_248,боевик,4.5
User83,Film_139,детектив,2.6
User50,Film_61,боевик,5.0
User121,Film_343,триллер,4.4
User14,Film_292,драма,4.0
User14,Film_354,боевик,2.7
User49,Film_72,боевик,2.2
User8,Film_149,фантастика,2.3
User21,Film_236,комедия,3.8
User8,Film_312,комедия,3.3
User143,Film_37,боевик,3.3
User20,Film_154,мелодрама,4.0
User8,Film_174,фантастика,3.2
User43,Film_400,боевик,2.0
User148,Film_182,детектив,4.9
User122,Film_294,триллер,2.6
User38,Film_255,боевик,2.6
User36,Film_180,комедия,3.2
User101,Film_68,фантастика,3.8
User140,Film_206,мелодрама,4.8
User43,Film_71,триллер,4.6
User116,Film_249,драма,2.6
User149,Film_159,триллер,4.1
User72,Film_200,фантастика,2.9
User25,Film_34,мелодрама,2.8
User118,Film_127,детектив,3.6
User56,Film_45,детектив,4.1
User85,Film_120,драма,2.7
User124,Film_281,мелодрама,4.9
User56,Film_262,драма,2.2
User111,Film_338,комедия,2.8
User43,Film_358,детектив,4.4
User24,Film_88,мелодрама,2.5
User127,Film_175,детектив,3.2
User86,Film_181,комедия,3.9
User30,Film_12,боевик,3.7
User115,Film_148,фантастика,2.8
User69,Film_274,боевик,4.3
User81,Film_267,детектив,2.3
User134,Film_119,фантастика,2.2
User103,Film_46,триллер,2.2
User132,Film_384,комедия,4.4
User86,Film_127,детектив,3.6
User34,Film_320,детектив,2.3
User121,Film_271,триллер,5.0
User118,Film_242,фантастика,2.9
User50,Film_20,драма,2.3
User147,Film_250,боевик,4.4
User87,Film_397,комедия,4.5
User52,Film_45,детектив,3.6
User142,Film_30,мелодрама,1.8
User18,Film_199,драма,2.7
User107,Film_279,мелодрама,4.3
User62,Film_263,боевик,2.7
User46,Film_263,боевик,2.6
User71,Film_169,фантастика,3.3
User13,Film_274,боевик,3.3
User131,Film_280,боевик,4.0
User99,Film_125,детектив,4.6
User144,Film_100,триллер,2.3
User137,Film_329,триллер,3.9
User10,Film_222,детектив,2.5
User92,Film_268,мелодрама,3.9
User131,Film_169,фантастика,2.9
User136,Film_361,триллер,4.8
User72,Film_220,детектив,4.0
User37,Film_183,мелодрама,2.1
User8,Film_392,драма,3.1
User52,Film_382,боевик,4.5
User56,Film_60,боевик,5.0
User86,Film_298,комедия,4.0
User2,Film_237,мелодрама,3.5
User98,Film_180,комедия,4.2
User58,Film_266,комедия,3.3
User113,Film_235,триллер,3.7
User8,Film_274,боевик,2.7
User141,Film_152,детектив,4.5
User7,Film_265,фантастика,2.5
User28,Film_195,фантастика,2.7
User18,Film_29,мелодрама,3.8
User104,Film_55,комедия,3.8
User37,Film_33,боевик,5.0
User86,Film_138,триллер,2.3
User38,Film_386,боевик,3.4
User66,Film_131,мелодрама,3.5
User14,Film_19,драма,3.5
User41,Film_308,драма,3.6
User67,Film_345,детектив,3.7
User34,Film_264,драма,3.1
User6,Film_331,триллер,4.6
User135,Film_176,мелодрама,4.2
User50,Film_88,мелодрама,3.4
User1,Film_167,боевик,2.0
User25,Film_302,триллер,4.1
User91,Film_382,боевик,2.0
User111,Film_47,триллер,2.4
User98,Film_375,боевик,2.8
User149,Film_296,мелодрама,3.7
User88,Film_351,драма,1.9
User21,Film_6,боевик,4.5
User54,Film_296,мелодрама,2.4
User108,Film_134,триллер,4.9
User5,Film_53,боевик,3.9
User98,Film_32,фантастика,2.8
User96,Film_85,мелодрама,2.9
User78,Film_373,триллер,3.1
User131,Film_359,фантастика,2.7
User132,Film_88,мелодрама,4.7
User116,Film_260,боевик,4.1
User53,Film_74,драма,2.9
User94,Film_243,драма,2.5
User108,Film_307,комедия,2.9
User37,Film_243,драма,1.8
User35,Film_240,триллер,4.7
User130,Film_276,драма,4.4
User72,Film_138,триллер,3.1
User91,Film_174,фантастика,2.5
User72,Film_267,детектив,3.9
User84,Film_145,триллер,3.8
User37,Film_322,боевик,5.0
User29,Film_295,драма,3.0
User90,Film_32,фантастика,3.8
User138,Film_172,фантастика,3.9
User49,Film_217,комедия,4.6
User82,Film_150,драма,5.0
User98,Film_80,триллер,2.6
User3,Film_101,драма,3.9
User116,Film_136,драма,2.5
User8,Film_106,драма,3.4
User11,Film_121,детектив,5.0
User69,Film_287,фантастика,4.4
User39,Film_205,триллер,2.7
User98,Film_172,фантастика,3.1
User19,Film_235,триллер,2.6
User15,Film_222,детектив,2.6
User127,Film_343,триллер,3.5
User27,Film_145,триллер,2.7
User124,Film_223,фантастика,4.3
User62,Film_69,фантастика,4.8
User83,Film_400,боевик,3.2
User27,Film_149,фантастика,3.1
User110,Film_173,триллер,2.4
User73,Film_33,боевик,2.9
User150,Film_177,мелодрама,3.5
User25,Film_23,комедия,1.8
User51,Film_231,комедия,3.6
User139,Film_17,триллер,2.1
User57,Film_217,комедия,3.7
User82,Film_116,фантастика,5.0
User44,Film_169,фантастика,3.6
User36,Film_23,комедия,2.7
User2,Film_390,фантастика,2.7
User37,Film_296,мелодрама,2.4
User71,Film_365,мелодрама,2.8
User113,Film_229,триллер,3.5
User60,Film_115,драма,3.0
User16,Film_37,боевик,3.7
User51,Film_243,драма,5.0
User69,Film_56,боевик,4.9
User49,Film_391,триллер,2.6
User130,Film_133,триллер,2.5
User2,Film_352,фантастика,1.8
User8,Film_3,триллер,4.2
User84,Film_163,триллер,3.4
User96,Film_98,боевик,3.4
User38,Film_328,боевик,2.9
User89,Film_368,боевик,2.8
User37,Film_121,детектив,2.8
User86,Film_113,комедия,3.9
User147,Film_226,драма,5.0
User45,Film_399,боевик,3.1
User145,Film_13,боевик,3.8
User96,Film_113,комедия,4.2
User121,Film_74,драма,3.2
User8,Film_172,фантастика,2.8
User113,Film_272,фантастика,4.9
User23,Film_126,боевик,3.9
User96,Film_11,детектив,4.6
User98,Film_149,фантастика,2.3
User122,Film_93,боевик,4.2
User104,Film_29,мелодрама,5.0
User24,Film_136,драма,4.3
User30,Film_233,боевик,3.1
User50,Film_302,триллер,4.2
User88,Film_193,боевик,4.0
User148,Film_372,детектив,4.5
User126,Film_387,драма,3.6
User38,Film_366,мелодрама,2.7
User100,Film_157,драма,4.9
User146,Film_136,драма,2.2
User3,Film_390,фантастика,2.5
User102,Film_139,детектив,4.0
User104,Film_20,драма,4.5
User137,Film_221,комедия,4.1
User41,Film_266,комедия,2.8
User107,Film_204,триллер,3.2
User35,Film_316,детектив,2.9
User79,Film_223,фантастика,4.3
User53,Film_257,боевик,4.2
User57,Film_312,комедия,3.2
User149,Film_30,мелодрама,4.1
User14,Film_309,комедия,4.3
User81,Film_63,драма,2.9
User39,Film_175,детектив,3.9
User110,Film_54,боевик,2.8
User101,Film_33,боевик,2.1
User73,Film_214,мелодрама,2.5
User132,Film_6,боевик,4.1
User47,Film_105,фантастика,1.7
User120,Film_241,детектив,4.5
User50,Film_359,фантастика,4.0
User61,Film_41,драма,3.7
User43,Film_25,комедия,3.5
User107,Film_365,мелодрама,4.5
User98,Film_173,триллер,1.5
User29,Film_93,боевик,4.8
User58,Film_291,комедия,2.6
User124,Film_264,драма,3.2
User44,Film_26,фантастика,3.6
User88,Film_298,комедия,3.7
User31,Film_106,драма,3.0
User36,Film_162,драма,4.7
User40,Film_76,драма,4.9
User41,Film_252,детектив,4.0
User53,Film_65,боевик,3.8
User97,Film_269,боевик,4.0
User56,Film_301,фантастика,3.5
User3,Film_387,драма,3.4
User15,Film_267,детектив,2.7
User125,Film_138,триллер,2.7
User135,Film_272,фантастика,4.3
User23,Film_96,триллер,2.6
User137,Film_147,фантастика,3.4
User104,Film_71,триллер,3.8
User43,Film_109,комедия,3.8
User74,Film_257,боевик,4.6
User40,Film_275,детектив,3.7
User104,Film_141,фантастика,3.4
User4,Film_378,триллер,2.6
User39,Film_168,боевик,1.9
User9,Film_102,фантастика,2.6
User62,Film_259,триллер,2.4
User31,Film_339,боевик,3.2
User120,Film_89,мелодрама,2.1
User81,Film_42,детектив,1.7
User54,Film_221,комедия,4.3
User71,Film_146,детектив,3.0
User65,Film_243,драма,4.5
User132,Film_173,триллер,3.9
User75,Film_77,драма,1.6
User75,Film_3,триллер,4.8
User86,Film_229,триллер,1.6
User64,Film_352,фантастика,4.9
User78,Film_55,комедия,4.7
User79,Film_228,боевик,2.0
User55,Film_337,фантастика,4.8
User50,Film_170,комедия,3.5
User92,Film_208,мелодрама,3.8
User49,Film_286,триллер,2.7
User8,Film_244,боевик,2.3
User82,Film_232,комедия,4.0
User60,Film_16,боевик,2.8
User77,Film_351,драма,3.1
User68,Film_317,триллер,3.0
User84,Film_181,комедия,4.4
User96,Film_206,мелодрама,2.7
User106,Film_110,комедия,3.7
User98,Film_8,драма,2.2
User116,Film_350,мелодрама,3.2
User67,Film_87,мелодрама,2.9
User12,Film_319,комедия,2.8
User64,Film_168,боевик,4.5
User47,Film_303,детектив,4.6
User116,Film_81,триллер,3.6
User3,Film_356,драма,3.5
User59,Film_315,детектив,3.5
User116,Film_256,мелодрама,3.9
User122,Film_373,триллер,2.6
User75,Film_22,мелодрама,3.8
User137,Film_320,детектив,3.2
User3,Film_398,триллер,2.0
User61,Film_245,детектив,4.5
User38,Film_76,драма,4.8
User2,Film_242,фантастика,1.5
User35,Film_327,мелодрама,3.7
User144,Film_325,мелодрама,2.6
User31,Film_398,триллер,5.0
User137,Film_9,драма,4.5
User48,Film_306,комедия,4.3
User53,Film_105,фантастика,3.1
User117,Film_98,боевик,2.2
User25,Film_70,комедия,3.0
User87,Film_277,комедия,4.0
User146,Film_387,драма,3.0
User128,Film_50,триллер,2.3
User33,Film_326,детектив,2.2
User59,Film_62,триллер,4.3
User125,Film_44,драма,2.3
User11,Film_281,мелодрама,3.8
User94,Film_18,боевик,5.0
User144,Film_208,мелодрама,3.0
User107,Film_108,мелодрама,4.6
User19,Film_233,боевик,5.0
User108,Film_88,мелодрама,3.7
User115,Film_91,триллер,5.0
User53,Film_110,комедия,4.0
User92,Film_80,триллер,4.2
User109,Film_249,драма,4.1
User77,Film_311,комедия,2.6
User68,Film_313,мелодрама,2.8
User126,Film_380,фантастика,5.0
User108,Film_5,фантастика,4.2
User15,Film_183,мелодрама,3.6
User59,Film_70,комедия,3.5
User89,Film_173,триллер,1.9
User97,Film_46,триллер,4.4
User72,Film_151,комедия,3.3
User67,Film_172,фантастика,3.6
User5,Film_157,драма,4.5
User52,Film_91,триллер,4.1
User119,Film_254,мелодрама,4.4
User3,Film_239,детектив,3.9
User108,Film_379,комедия,3.2
User137,Film_48,детектив,3.2
User55,Film_86,драма,2.4
User15,Film_39,мелодрама,4.2
User101,Film_200,фантастика,3.8
User148,Film_371,мелодрама,2.4
User100,Film_196,комедия,4.5
User140,Film_223,фантастика,2.8
User108,Film_384,комедия,3.4
User66,Film_232,комедия,3.8
User84,Film_73,драма,4.7
User46,Film_258,триллер,4.7
User118,Film_178,драма,4.1
User143,Film_276,драма,4.6
User73,Film_137,мелодрама,2.2
User41,Film_342,боевик,2.4
User5,Film_270,детектив,3.1
User52,Film_258,триллер,4.0
User49,Film_350,мелодрама,4.2
User110,Film_89,мелодрама,3.6
User121,Film_338,комедия,4.5
User130,Film_351,драма,3.7
User69,Film_37,боевик,4.0
User150,Film_304,триллер,4.9
User36,Film_290,детектив,3.9
User82,Film_325,мелодрама,2.9
User103,Film_64,фантастика,2.4
User10,Film_302,триллер,2.7
User60,Film_44,драма,2.9
User146,Film_130,детектив,2.5
User41,Film_62,триллер,4.7
User70,Film_163,триллер,3.4
User9,Film_16,боевик,2.9
User91,Film_339,боевик,2.4
User29,Film_145,триллер,5.0
User104,Film_394,триллер,4.3
User77,Film_201,боевик,4.5
User103,Film_244,боевик,3.0
User22,Film_396,драма,3.9
User147,Film_91,триллер,5.0
User44,Film_294,триллер,3.0
User135,Film_383,мелодрама,4.0
User75,Film_116,фантастика,4.8
User20,Film_265,фантастика,3.4
User38,Film_144,фантастика,4.3
User117,Film_306,комедия,4.0
User86,Film_282,драма,4.1
User133,Film_208,мелодрама,4.4
User38,Film_297,мелодрама,2.1
User71,Film_159,триллер,3.8
User129,Film_253,фантастика,4.3
User77,Film_97,детектив,4.0
User81,Film_9,драма,3.8
User21,Film_108,мелодрама,2.7
User149,Film_79,драма,2.4
User36,Film_83,детектив,4.5
User79,Film_270,детектив,2.0
User89,Film_230,боевик,2.8
User125,Film_225,фантастика,3.9
User132,Film_304,триллер,3.3
User39,Film_154,мелодрама,4.5
User37,Film_133,триллер,2.6
User14,Film_324,детектив,3.5
User58,Film_116,фантастика,2.6
User108,Film_259,триллер,5.0
User150,Film_17,триллер,4.8
User129,Film_20,драма,3.7
User107,Film_128,мелодрама,4.2
User83,Film_398,триллер,4.6
User57,Film_347,мелодрама,3.6
User93,Film_10,боевик,3.4
User85,Film_177,мелодрама,2.8
User14,Film_198,мелодрама,3.1
User85,Film_256,мелодрама,2.8
User74,Film_187,фантастика,2.7
User15,Film_46,триллер,3.7
User2,Film_59,боевик,2.8
User77,Film_1,детектив,3.9
User139,Film_266,комедия,5.0
User143,Film_59,боевик,2.9
User7,Film_96,триллер,2.7
User108,Film_297,мелодрама,4.0
User97,Film_197,детектив,2.8
User80,Film_310,фантастика,3.7
User8,Film_90,фантастика,2.5
User13,Film_230,боевик,4.1
User103,Film_89,мелодрама,2.9
User64,Film_390,фантастика,5.0
User96,Film_341,боевик,3.8
User14,Film_44,драма,3.4
User83,Film_137,мелодрама,3.3
User23,Film_78,боевик,4.0
User119,Film_61,боевик,4.8
User90,Film_323,боевик,2.3
User74,Film_5,фантастика,3.2
User150,Film_39,мелодрама,3.5
User73,Film_84,комедия,3.9
User28,Film_70,комедия,3.2
User8,Film_119,фантастика,3.0
User19,Film_214,мелодрама,3.6
User135,Film_283,боевик,3.3
User108,Film_231,комедия,2.4
User117,Film_347,мелодрама,4.6
User83,Film_26,фантастика,3.3
User37,Film_267,детектив,3.3
User59,Film_191,боевик,3.2
User71,Film_48,детектив,3.2
User120,Film_280,боевик,3.4
User119,Film_188,боевик,4.9
User93,Film_232,комедия,3.4
User11,Film_370,мелодрама,3.7
User134,Film_13,боевик,3.4
User81,Film_365,мелодрама,4.8
User115,Film_279,мелодрама,3.7
User4,Film_268,мелодрама,2.6
User70,Film_392,драма,4.3
User150,Film_92,драма,3.3
User59,Film_214,мелодрама,4.0
User137,Film_275,детектив,2.8
User28,Film_50,триллер,3.5
User136,Film_2,детектив,4.3
User85,Film_61,боевик,2.3
User112,Film_208,мелодрама,3.6
User72,Film_69,фантастика,2.3
User65,Film_145,триллер,2.8
User83,Film_382,боевик,3.4
User60,Film_307,комедия,2.9
User97,Film_158,комедия,3.0
User113,Film_35,мелодрама,3.7
User90,Film_159,триллер,4.0
User76,Film_98,боевик,2.2
User74,Film_205,триллер,3.1
User64,Film_57,фантастика,4.3
User138,Film_326,детектив,3.1
User82,Film_180,комедия,3.5
User47,Film_353,боевик,4.1
User56,Film_144,фантастика,3.0
User137,Film_315,детектив,3.1
User89,Film_68,фантастика,4.1
User108,Film_360,драма,3.3
User64,Film_228,боевик,4.8
